Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Model Feature,Model Output,Column Alias,OHE,Value Encoding,Missing Data Remap?,Remap Value,Fill Zeros,Numeric
OHX15RSC,"Coronal Caries: Secondary restoration surface call - Upper left 2nd molar (2M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX15RTC,Coronal Caries: Second restoration present - Upper left 2nd molar (2M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX15SE,"Dental Sealants: Upper left 2nd molar (2M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX15TC,Tooth Count: Upper left 2nd molar (2M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX16TC,Tooth Count: Upper left 3rd molar (3M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX17TC,Tooth Count: Lower left 3rd molar (3M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX18CSC,"Coronal Caries: Lower left 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX18CTC,Coronal Caries: Lower left 2nd molar (2M) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX18RSC,"Coronal Caries: Secondary restoration surface call - Lower left 2nd molar (2M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX18RTC,Coronal Caries: Second restoration present - Lower left 2nd molar (2M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX18SE,"Dental Sealants: Lower left 2nd molar (2M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX18TC,Tooth Count: Lower left 2nd molar (2M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX19CSC,"Coronal Caries: Lower left 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX19CTC,Coronal Caries: Lower left 1st molar (1M) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX19RSC,"Coronal Caries: Secondary restoration surface call - Lower left 1st molar (1M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX19RTC,Coronal Caries: Second restoration present - Lower left 1st molar (1M) ,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX19SE,"Dental Sealants: Lower left 1st molar (1M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX19TC,Tooth Count: Lower left 1st molar (1M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX20CSC,"Coronal Caries: Lower left 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX20CTC,Coronal Caries: Lower left 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX20RSC,"Coronal Caries: Secondary restoration surface call - Lower left 2nd bicuspid/2nd primary molar (2B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX20RTC,Coronal Caries: Second restoration present - Lower left 2nd bicuspid/2nd primary molar (2B),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX20SE,"Dental Sealants: Lower left 2nd bicuspid/2nd primary molar (2B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX20TC,Tooth Count: Lower left 2nd bicuspid/2nd primary molar (2B),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX21CSC,"Coronal Caries: Lower left 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX21CTC,Coronal Caries: Lower left 1st bicuspid/1st primary molar (1B) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX21RSC,"Coronal Caries: Secondary restoration surface call - Lower left 1st bicuspid/2nd primary molar (1B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX21RTC,Coronal Caries: Second restoration present - Lower left 1st bicuspid/2nd primary molar (1B),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX21SE,"Dental Sealants: Lower left 1st bicuspid/1st primary molar (1B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX21TC,Tooth Count: Lower left 1st bicuspid/1st primary molar (1B),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX22CSC,"Coronal Caries: Lower left cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX22CTC,Coronal Caries: Lower left cuspid (C) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX22RSC,"Coronal Caries: Secondary restoration surface call - Lower left cuspid (C). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX22RTC,Coronal Caries: Second restoration present - Lower left cuspid (C),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX22TC,Tooth Count: Lower left cuspid (C),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX23CSC,"Coronal Caries: Lower left lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX23CTC,Coronal Caries: Lower left lateral incisor (LI) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX23RSC,"Coronal Caries: Secondary restoration surface call - Lower left lateral incisor (LI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX23RTC,Coronal Caries: Second restoration present - Lower left lateral incisor (LI),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX23TC,Tooth Count: Lower left lateral incisor (LI),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX24CSC,"Coronal Caries: Lower left central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX24CTC,Coronal Caries: Lower left central incisor (CI) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX24RSC,"Coronal Caries: Secondary restoration surface call - Lower left central incisor (CI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX24RTC,Coronal Caries: Second restoration present - Lower left central incisor (CI),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX24TC,Tooth Count: Lower left central incisor (CI),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX25CSC,"Coronal Caries: Lower right central incisor (CI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX25CTC,Coronal Caries: Lower right central incisor (CI) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX25RSC,"Coronal Caries: Secondary restoration surface call - Lower right central incisor (CI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX25RTC,Coronal Caries: Second restoration present - Lower right central incisor (CI),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX25TC,Tooth Count: Lower right central incisor (CI),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX26CSC,"Coronal Caries: Lower right lateral incisor (LI) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX26CTC,Coronal Caries: Lower right lateral incisor (LI) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX26RSC,"Coronal Caries: Secondary restoration surface call - Lower right lateral incisor (LI). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX26RTC,Coronal Caries: Second restoration present - Lower right lateral incisor (LI),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX26TC,Tooth Count: Lower right lateral incisor (LI),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX27CSC,"Coronal Caries: Lower right cuspid (C) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX27CTC,Coronal Caries: Lower right cuspid (C) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX27RSC,"Coronal Caries: Secondary restoration surface call - Lower right cuspid (C). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX27RTC,Coronal Caries: Second restoration present - Lower right cuspid (C),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX27TC,Tooth Count: Lower right cuspid (C),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX28CSC,"Coronal Caries: Lower right 1st bicuspid/1st primary molar (1B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX28CTC,Coronal Caries: Lower right 1st bicuspid/1st primary molar (1B) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX28RSC,"Coronal Caries: Secondary restoration surface call - Lower right 1st bicuspid/2nd primary molar (1B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX28RTC,Coronal Caries: Second restoration present - Lower right1st bicuspid/2nd primary molar (1B),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX28SE,"Dental Sealants: Lower right 1st bicuspid/1st primary molar (1B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX28TC,Tooth Count: Lower right 1st bicuspid/1st primary molar (1B),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX29CSC,"Coronal Caries: Lower right 2nd bicuspid/2nd primary molar (2B) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX29CTC,Coronal Caries: Lower right 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX29RSC,"Coronal Caries: Secondary restoration surface call - Lower right 2nd bicuspid/2nd primary molar (2B). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX29RTC,Coronal Caries: Second restoration present - Lower right 2nd bicuspid/2nd primary molar (2B),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX29SE,"Dental Sealants: Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX29TC,Tooth Count: Lower right 2nd bicuspid/2nd primary molar (2B),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX30CSC,"Coronal Caries: Lower right 1st molar (1M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX30CTC,Coronal Caries: Lower right 1st molar (1M) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX30RSC,"Coronal Caries: Secondary restoration surface call - Lower right 1st molar (1M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX30RTC,Coronal Caries: Second restoration present - Lower right 1st molar (1M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX30SE,"Dental Sealants: Lower right 1st molar (1M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX30TC,Tooth Count: Lower right 1st molar (1M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX31CSC,"Coronal Caries: Lower right 2nd molar (2M) surface calls.These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX31CTC,Coronal Caries: Lower right 2nd molar (2M) tooth code,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX31RSC,"Coronal Caries: Secondary restoration surface call - Lower right 2nd molar (2M). These values can be recorded as a string variable, for example:""0"", ""13"", ""468"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX31RTC,Coronal Caries: Second restoration present - Lower right 2nd molar (2M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX31SE,"Dental Sealants: Lower right 2nd molar (2M) sealant codes. These values can be recorded as a string variable, for example:""0"", ""12"", ""13"".",OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX31TC,Tooth Count: Lower right 2nd molar (2M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHX32TC,Tooth Count: Lower right 3rd molar (3M),OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHXIMP,Tooth Count: Ever had a tooth replaced with a surgical implant?,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHXRCAR,Root Caries: Whole mouth ,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHXRCARO,Other non-carious root lesions (erosions/abrasions): Whole mouth,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHXRRES,Root restorations for caries: Whole mouth ,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHXRRESO,Root restoration for reasons other than caries: Whole mouth,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
SEQN,Respondent sequence number.,OHXDEN_J,Oral Health - Dentition ,2017,2018,Examination,,,,,,,,,,
OHAPOS,Was the SP in a recumbent (laying down) position for all eligible assessments of the oral health exam?,OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
OHAREC,Overall recommendation for care,OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
OHARNF,No significant findings,OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
OHAROCCI,Clinical impression of soft tissue condition,OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
OHAROCDE,Denture/Partial Denture/Plates,OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
OHAROCDT,Decayed teeth,OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
OHAROCGP,Gum disease/problem,OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
OHAROCOH,Oral hygiene,OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
OHAROTH,Some other finding (specify w/referral letter),OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
OHDEXSTS,Overall Oral Health Exam Status,OHXREF_J,Oral Health - Recommendation of Care ,2017,2018,Examination,,,,,,,,,,
